tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2022-0403,Miami Masters,Hard,128,M,20220321,215,105916,,,Marton Fucsovics,R,188.0,HUN,30.1,106218,,,Marcos Giron,R,180.0,USA,28.6,6-3 6-4,3,R128,96.0,1.0,0.0,58.0,44.0,29.0,11.0,10.0,1.0,2.0,1.0,0.0,65.0,38.0,21.0,14.0,9.0,4.0,7.0,55.0,977.0,52.0,998.0
2022-0403,Miami Masters,Hard,128,M,20220321,212,105062,,Q,Mikhail Kukushkin,R,183.0,KAZ,34.2,122298,,,Botic Van De Zandschulp,R,188.0,NED,26.4,6-4 6-4,3,R128,110.0,0.0,1.0,78.0,44.0,28.0,21.0,10.0,11.0,12.0,4.0,2.0,70.0,42.0,24.0,15.0,10.0,9.0,12.0,159.0,369.0,42.0,1131.0
2022-0403,Miami Masters,Hard,128,M,20220321,211,126205,,,Tommy Paul,R,185.0,USA,24.8,126127,,,Benjamin Bonzi,R,185.0,FRA,25.7,6-4 6-4,3,R128,75.0,8.0,3.0,53.0,34.0,24.0,9.0,10.0,3.0,6.0,4.0,1.0,58.0,38.0,21.0,9.0,10.0,2.0,7.0,37.0,1277.0,59.0,912.0
2022-0403,Miami Masters,Hard,128,M,20220321,208,200624,,,Sebastian Korda,R,196.0,USA,21.7,200221,,,Alejandro Davidovich Fokina,R,183.0,ESP,22.7,6-1 6-1,3,R128,72.0,2.0,0.0,48.0,28.0,17.0,13.0,7.0,3.0,4.0,0.0,3.0,45.0,27.0,12.0,4.0,7.0,3.0,9.0,38.0,1269.0,43.0,1110.0
2022-0403,Miami Masters,Hard,128,M,20220321,207,200175,,,Miomir Kecmanovic,R,183.0,SRB,22.5,106058,,Q,Jack Sock,R,185.0,USA,29.4,7-6(3) 6-4,3,R128,99.0,5.0,0.0,69.0,40.0,30.0,20.0,11.0,3.0,4.0,8.0,1.0,70.0,50.0,35.0,9.0,11.0,3.0,5.0,48.0,1056.0,144.0,437.0
2022-0403,Miami Masters,Hard,128,M,20220321,204,106401,,WC,Nick Kyrgios,R,193.0,AUS,26.8,105173,,,Adrian Mannarino,L,183.0,FRA,33.7,7-6(3) 6-3,3,R128,92.0,12.0,4.0,67.0,50.0,41.0,8.0,11.0,0.0,0.0,4.0,1.0,69.0,40.0,27.0,16.0,10.0,1.0,2.0,102.0,673.0,61.0,904.0
2022-0403,Miami Masters,Hard,128,M,20220321,203,106121,,Q,Taro Daniel,R,191.0,JPN,29.1,144719,,Q,Jaume Munar,R,183.0,ESP,24.8,6-3 6-4,3,R128,104.0,0.0,0.0,57.0,39.0,28.0,12.0,10.0,0.0,1.0,6.0,1.0,54.0,32.0,22.0,10.0,9.0,3.0,6.0,106.0,641.0,89.0,724.0
2022-0403,Miami Masters,Hard,128,M,20220321,200,105676,,,David Goffin,R,180.0,BEL,31.2,106148,,,Roberto Carballes Baena,R,183.0,ESP,28.9,6-2 6-3,3,R128,86.0,2.0,1.0,52.0,38.0,27.0,10.0,9.0,0.0,1.0,0.0,2.0,55.0,31.0,15.0,12.0,8.0,4.0,8.0,70.0,863.0,79.0,801.0
2022-0403,Miami Masters,Hard,128,M,20220321,199,200325,,,Emil Ruusuvuori,R,188.0,FIN,22.9,202195,,,Maxime Cressy,R,198.0,USA,24.8,6-3 6-2,3,R128,68.0,3.0,0.0,57.0,37.0,28.0,13.0,9.0,3.0,3.0,6.0,2.0,37.0,21.0,16.0,8.0,8.0,0.0,3.0,71.0,862.0,72.0,855.0
2022-0403,Miami Masters,Hard,128,M,20220321,196,202103,,,Francisco Cerundolo,R,185.0,ARG,23.6,134868,,,Tallon Griekspoor,R,188.0,NED,25.7,7-5 4-6 6-3,3,R128,143.0,7.0,7.0,100.0,62.0,43.0,20.0,15.0,7.0,9.0,3.0,3.0,102.0,64.0,45.0,16.0,16.0,7.0,11.0,103.0,668.0,57.0,962.0
2022-0403,Miami Masters,Hard,128,M,20220321,195,106214,,,Oscar Otte,R,196.0,GER,28.6,106283,,Q,Mitchell Krueger,R,188.0,USA,28.1,6-3 6-4,3,R128,76.0,8.0,2.0,47.0,29.0,28.0,12.0,10.0,0.0,0.0,1.0,1.0,61.0,41.0,26.0,12.0,9.0,7.0,9.0,74.0,836.0,160.0,367.0
2022-0403,Miami Masters,Hard,128,M,20220321,192,206909,,,Brandon Nakashima,R,185.0,USA,20.6,126952,,,Soon Woo Kwon,R,180.0,KOR,24.2,6-1 7-5,3,R128,79.0,11.0,0.0,46.0,29.0,23.0,17.0,10.0,0.0,0.0,2.0,3.0,58.0,29.0,17.0,17.0,9.0,3.0,6.0,80.0,798.0,63.0,901.0
2022-0403,Miami Masters,Hard,128,M,20220321,191,207678,,,Juan Manuel Cerundolo,L,183.0,ARG,20.3,105583,,,Dusan Lajovic,R,180.0,SRB,31.7,6-3 7-5,3,R128,97.0,1.0,1.0,57.0,41.0,29.0,10.0,10.0,6.0,8.0,1.0,2.0,70.0,49.0,27.0,9.0,11.0,1.0,6.0,122.0,541.0,46.0,1091.0
2022-0403,Miami Masters,Hard,128,M,20220321,188,105967,,,Henri Laaksonen,R,185.0,SUI,29.9,105332,,,Benoit Paire,R,196.0,FRA,32.8,7-6(8) 1-6 6-4,3,R128,128.0,3.0,7.0,103.0,59.0,37.0,20.0,15.0,6.0,12.0,9.0,3.0,92.0,61.0,44.0,12.0,14.0,4.0,8.0,86.0,744.0,49.0,1041.0
2022-0403,Miami Masters,Hard,128,M,20220321,187,123755,,Q,Daniel Elahi Galan,R,191.0,COL,25.7,105357,,,John Millman,R,183.0,AUS,32.7,6-4 6-2,3,R128,82.0,3.0,0.0,51.0,32.0,19.0,13.0,9.0,3.0,5.0,2.0,0.0,57.0,34.0,18.0,10.0,9.0,4.0,9.0,118.0,554.0,73.0,838.0
2022-0403,Miami Masters,Hard,128,M,20220321,184,200384,,,Hugo Gaston,L,173.0,FRA,21.4,207182,,WC,Emilio Nava,R,183.0,USA,20.2,6-2 6-1,3,R128,62.0,1.0,0.0,48.0,28.0,25.0,9.0,8.0,0.0,0.0,5.0,8.0,42.0,19.0,15.0,4.0,7.0,1.0,5.0,68.0,877.0,312.0,148.0
2022-0403,Miami Masters,Hard,128,M,20220321,183,207733,,WC,Jack Draper,L,191.0,GBR,20.2,104468,,PR,Gilles Simon,R,183.0,FRA,37.2,7-5 6-1,3,R128,108.0,5.0,2.0,63.0,40.0,28.0,13.0,9.0,6.0,7.0,2.0,7.0,65.0,34.0,21.0,12.0,10.0,3.0,8.0,146.0,435.0,139.0,462.0
2022-0403,Miami Masters,Hard,128,M,20220321,180,106423,,Q,Thanasi Kokkinakis,R,196.0,AUS,25.9,104755,,,Richard Gasquet,R,185.0,FRA,35.7,6-4 6-2,3,R128,93.0,10.0,1.0,56.0,36.0,29.0,11.0,9.0,3.0,3.0,4.0,0.0,59.0,35.0,23.0,11.0,9.0,6.0,9.0,97.0,700.0,81.0,777.0
2022-0403,Miami Masters,Hard,128,M,20220321,179,106045,,Q,Denis Kudla,R,180.0,USA,29.5,209992,,WC,Juncheng Shang,L,,CHN,17.1,6-7(3) 7-5 6-4,3,R128,178.0,4.0,1.0,106.0,75.0,51.0,13.0,17.0,4.0,8.0,2.0,5.0,109.0,73.0,47.0,16.0,17.0,9.0,15.0,84.0,759.0,441.0,82.0
2022-0403,Miami Masters,Hard,128,M,20220321,176,111456,,,Mackenzie Mcdonald,R,178.0,USA,26.9,136440,,,Dominik Koepfer,L,180.0,GER,27.8,6-7(8) 6-4 6-4,3,R128,161.0,3.0,0.0,107.0,74.0,43.0,16.0,16.0,8.0,15.0,0.0,11.0,113.0,71.0,37.0,16.0,16.0,7.0,16.0,54.0,981.0,64.0,899.0
2022-0403,Miami Masters,Hard,128,M,20220321,175,106432,,PR,Borna Coric,R,188.0,CRO,25.3,104269,,Q,Fernando Verdasco,L,188.0,ESP,38.3,6-4 7-5,3,R128,110.0,5.0,1.0,66.0,43.0,29.0,14.0,11.0,3.0,5.0,3.0,2.0,72.0,53.0,34.0,5.0,11.0,3.0,7.0,166.0,359.0,123.0,540.0
2022-0717,Houston,Clay,32,A,20220404,300,124187,3.0,,Reilly Opelka,R,211.0,USA,24.5,104545,4.0,,John Isner,R,206.0,USA,36.9,6-3 7-6(7),3,F,110.0,10.0,0.0,83.0,59.0,44.0,14.0,11.0,8.0,8.0,8.0,2.0,69.0,48.0,36.0,11.0,10.0,4.0,5.0,18.0,2225.0,27.0,1556.0
2022-0717,Houston,Clay,32,A,20220404,299,124187,3.0,,Reilly Opelka,R,211.0,USA,24.5,106401,,WC,Nick Kyrgios,R,193.0,AUS,26.9,6-3 7-5,3,SF,69.0,21.0,0.0,51.0,31.0,27.0,14.0,11.0,0.0,1.0,8.0,0.0,58.0,40.0,28.0,8.0,10.0,3.0,6.0,18.0,2225.0,94.0,718.0
2022-0717,Houston,Clay,32,A,20220404,298,104545,4.0,,John Isner,R,206.0,USA,36.9,106426,5.0,,Cristian Garin,R,185.0,CHI,25.8,4-6 6-3 6-4,3,SF,114.0,17.0,5.0,85.0,59.0,47.0,15.0,15.0,4.0,5.0,3.0,2.0,82.0,58.0,42.0,15.0,14.0,5.0,7.0,27.0,1556.0,29.0,1453.0
2022-0717,Houston,Clay,32,A,20220404,297,106401,,WC,Nick Kyrgios,R,193.0,AUS,26.9,111581,,LL,Michael Mmoh,R,188.0,USA,24.2,W/O,3,QF,0.0,,,,,,,,,,,,,,,,,,,94.0,718.0,226.0,244.0
2022-0717,Houston,Clay,32,A,20220404,296,124187,3.0,,Reilly Opelka,R,211.0,USA,24.5,133835,,Q,Gijs Brouwer,L,,NED,26.0,6-3 7-5,3,QF,78.0,4.0,0.0,57.0,38.0,31.0,11.0,11.0,2.0,3.0,2.0,0.0,62.0,34.0,24.0,13.0,10.0,3.0,6.0,18.0,2225.0,361.0,117.0
2022-0717,Houston,Clay,32,A,20220404,295,104545,4.0,,John Isner,R,206.0,USA,36.9,126207,6.0,,Frances Tiafoe,R,188.0,USA,24.2,6-4 2-6 6-3,3,QF,118.0,16.0,2.0,82.0,52.0,41.0,13.0,14.0,4.0,6.0,4.0,3.0,98.0,62.0,46.0,15.0,13.0,8.0,10.0,27.0,1556.0,30.0,1453.0
2022-0717,Houston,Clay,32,A,20220404,294,106426,5.0,,Cristian Garin,R,185.0,CHI,25.8,126203,2.0,,Taylor Fritz,R,193.0,USA,24.4,6-2 6-7(5) 6-3,3,QF,163.0,4.0,2.0,118.0,84.0,55.0,14.0,15.0,11.0,14.0,2.0,2.0,105.0,63.0,39.0,16.0,14.0,11.0,17.0,29.0,1453.0,13.0,2920.0
2022-0717,Houston,Clay,32,A,20220404,293,111581,,LL,Michael Mmoh,R,188.0,USA,24.2,105023,,,Sam Querrey,R,198.0,USA,34.4,6-2 6-4,3,R16,75.0,2.0,1.0,51.0,40.0,31.0,7.0,9.0,1.0,1.0,4.0,2.0,71.0,42.0,27.0,13.0,9.0,7.0,10.0,226.0,244.0,114.0,610.0
2022-0717,Houston,Clay,32,A,20220404,292,106401,,WC,Nick Kyrgios,R,193.0,AUS,26.9,126205,7.0,,Tommy Paul,R,185.0,USA,24.8,6-4 6-2,3,R16,70.0,10.0,2.0,52.0,34.0,30.0,9.0,9.0,6.0,6.0,7.0,3.0,59.0,32.0,21.0,13.0,9.0,5.0,8.0,94.0,718.0,34.0,1298.0
2022-0717,Houston,Clay,32,A,20220404,291,124187,3.0,,Reilly Opelka,R,211.0,USA,24.5,106283,,Q,Mitchell Krueger,R,188.0,USA,28.2,3-6 6-2 6-4,3,R16,113.0,15.0,1.0,85.0,56.0,40.0,17.0,14.0,2.0,4.0,1.0,0.0,75.0,52.0,35.0,13.0,13.0,0.0,3.0,18.0,2225.0,161.0,383.0
2022-0717,Houston,Clay,32,A,20220404,290,133835,,Q,Gijs Brouwer,L,,NED,26.0,200670,,WC,J J Wolf,R,183.0,USA,23.2,6-1 6-1,3,R16,64.0,0.0,1.0,56.0,45.0,28.0,8.0,7.0,3.0,3.0,5.0,4.0,48.0,29.0,16.0,4.0,7.0,5.0,10.0,361.0,117.0,157.0,397.0
2022-0717,Houston,Clay,32,A,20220404,289,126207,6.0,,Frances Tiafoe,R,188.0,USA,24.2,104655,,,Pablo Cuevas,R,180.0,URU,36.2,5-7 7-5 7-6(4),3,R16,160.0,11.0,1.0,102.0,64.0,51.0,19.0,18.0,2.0,5.0,6.0,3.0,114.0,85.0,63.0,13.0,18.0,5.0,8.0,30.0,1453.0,105.0,662.0
2022-0717,Houston,Clay,32,A,20220404,288,104545,4.0,,John Isner,R,206.0,USA,36.9,105449,,,Steve Johnson,R,188.0,USA,32.2,6-7(1) 7-6(4) 6-3,3,R16,140.0,38.0,3.0,105.0,80.0,70.0,11.0,17.0,5.0,5.0,8.0,5.0,120.0,89.0,67.0,15.0,16.0,12.0,13.0,27.0,1556.0,108.0,637.0
2022-0717,Houston,Clay,32,A,20220404,287,106426,5.0,,Cristian Garin,R,185.0,CHI,25.8,111442,,,Jordan Thompson,R,183.0,AUS,27.9,3-6 6-3 6-3,3,R16,131.0,1.0,2.0,89.0,59.0,40.0,18.0,13.0,8.0,10.0,3.0,1.0,82.0,65.0,44.0,5.0,14.0,1.0,5.0,29.0,1453.0,83.0,785.0
2022-0717,Houston,Clay,32,A,20220404,286,126203,2.0,,Taylor Fritz,R,193.0,USA,24.4,126214,,,Alejandro Tabilo,L,188.0,CHI,24.8,6-1 6-4,3,R16,62.0,5.0,2.0,45.0,30.0,22.0,8.0,8.0,2.0,3.0,1.0,4.0,51.0,32.0,19.0,7.0,9.0,1.0,6.0,13.0,2920.0,100.0,690.0
2022-0717,Houston,Clay,32,A,20220404,284,105023,,,Sam Querrey,R,198.0,USA,34.4,123755,,,Daniel Elahi Galan,R,191.0,COL,25.7,7-6(0) 3-6 7-6(6),3,R32,149.0,15.0,9.0,132.0,72.0,54.0,28.0,17.0,4.0,7.0,7.0,2.0,98.0,64.0,46.0,21.0,16.0,4.0,5.0,114.0,610.0,121.0,550.0
2022-0717,Houston,Clay,32,A,20220404,283,106401,,WC,Nick Kyrgios,R,193.0,AUS,26.9,111456,,,Mackenzie Mcdonald,R,178.0,USA,26.9,4-6 6-3 6-4,3,R32,112.0,18.0,6.0,92.0,57.0,46.0,17.0,15.0,3.0,4.0,11.0,3.0,90.0,64.0,45.0,14.0,14.0,9.0,11.0,94.0,718.0,52.0,985.0
2022-0717,Houston,Clay,32,A,20220404,282,126205,7.0,,Tommy Paul,R,185.0,USA,24.8,105376,,,Peter Gojowczyk,R,185.0,GER,32.7,6-7(4) 7-6(5) 3-2 RET,3,R32,146.0,9.0,6.0,110.0,71.0,54.0,19.0,15.0,7.0,9.0,6.0,4.0,95.0,45.0,34.0,30.0,14.0,7.0,9.0,34.0,1298.0,101.0,686.0
2022-0717,Houston,Clay,32,A,20220404,280,106283,,Q,Mitchell Krueger,R,188.0,USA,28.2,122669,,,Juan Pablo Varillas,R,185.0,PER,26.4,5-1 RET,3,R32,24.0,2.0,0.0,18.0,9.0,6.0,7.0,3.0,1.0,1.0,1.0,1.0,13.0,7.0,1.0,3.0,3.0,0.0,2.0,161.0,383.0,111.0,618.0
2022-0717,Houston,Clay,32,A,20220404,279,133835,,Q,Gijs Brouwer,L,,NED,26.0,103852,,,Feliciano Lopez,L,188.0,ESP,40.5,6-4 6-2,3,R32,76.0,6.0,2.0,53.0,36.0,30.0,9.0,9.0,1.0,1.0,7.0,3.0,59.0,35.0,24.0,10.0,9.0,2.0,5.0,361.0,117.0,118.0,582.0
2022-0717,Houston,Clay,32,A,20220404,278,200670,,WC,J J Wolf,R,183.0,USA,23.2,202385,8.0,,Jenson Brooksby,R,188.0,USA,21.4,6-4 6-4,3,R32,92.0,4.0,1.0,64.0,42.0,31.0,11.0,10.0,1.0,2.0,1.0,2.0,56.0,35.0,23.0,13.0,10.0,3.0,6.0,157.0,397.0,36.0,1271.0
2022-0717,Houston,Clay,32,A,20220404,277,126207,6.0,,Frances Tiafoe,R,188.0,USA,24.2,106218,,,Marcos Giron,R,180.0,USA,28.6,6-4 6-4,3,R32,87.0,4.0,1.0,71.0,37.0,26.0,19.0,10.0,2.0,3.0,7.0,2.0,59.0,35.0,25.0,11.0,10.0,3.0,6.0,30.0,1453.0,53.0,983.0
2022-0717,Houston,Clay,32,A,20220404,276,104655,,,Pablo Cuevas,R,180.0,URU,36.2,126845,,Q,Max Purcell,R,185.0,AUS,24.0,7-6(7) 6-3,3,R32,104.0,1.0,1.0,76.0,55.0,40.0,12.0,11.0,4.0,6.0,4.0,1.0,76.0,54.0,36.0,9.0,10.0,4.0,7.0,105.0,662.0,164.0,360.0
2022-0717,Houston,Clay,32,A,20220404,275,105449,,,Steve Johnson,R,188.0,USA,32.2,106045,,,Denis Kudla,R,180.0,USA,29.6,6-3 4-6 6-4,3,R32,119.0,16.0,5.0,88.0,43.0,38.0,24.0,15.0,3.0,4.0,12.0,1.0,74.0,45.0,39.0,13.0,14.0,2.0,4.0,108.0,637.0,81.0,795.0
2022-0717,Houston,Clay,32,A,20220404,273,106426,5.0,,Cristian Garin,R,185.0,CHI,25.8,106058,,WC,Jack Sock,R,185.0,USA,29.5,4-6 6-3 7-5,3,R32,143.0,5.0,6.0,83.0,48.0,38.0,18.0,15.0,3.0,6.0,5.0,2.0,95.0,56.0,38.0,21.0,16.0,6.0,11.0,29.0,1453.0,138.0,456.0
2022-0717,Houston,Clay,32,A,20220404,272,111442,,,Jordan Thompson,R,183.0,AUS,27.9,105731,,LL,Steven Diez,R,180.0,CAN,31.0,6-3 6-2,3,R32,94.0,4.0,1.0,49.0,33.0,28.0,11.0,9.0,1.0,1.0,0.0,1.0,62.0,42.0,23.0,11.0,8.0,6.0,9.0,83.0,785.0,292.0,166.0
2022-0717,Houston,Clay,32,A,20220404,271,126214,,,Alejandro Tabilo,L,188.0,CHI,24.8,106328,,Q,Christian Harrison,R,178.0,USA,27.8,6-1 6-4,3,R32,66.0,7.0,4.0,57.0,33.0,30.0,10.0,9.0,4.0,4.0,1.0,1.0,45.0,35.0,20.0,6.0,8.0,4.0,7.0,100.0,690.0,312.0,152.0
2022-0360,Marrakech,Clay,32,A,20220404,300,105676,,,David Goffin,R,180.0,BEL,31.3,144684,,,Alex Molcan,L,178.0,SVK,24.3,3-6 6-3 6-3,3,F,118.0,6.0,6.0,80.0,44.0,33.0,18.0,13.0,4.0,7.0,0.0,0.0,79.0,44.0,28.0,19.0,14.0,3.0,8.0,74.0,843.0,65.0,893.0
2022-0360,Marrakech,Clay,32,A,20220404,299,144684,,,Alex Molcan,L,178.0,SVK,24.3,111513,8.0,,Laslo Djere,R,188.0,SRB,26.8,6-1 7-5,3,SF,81.0,3.0,1.0,59.0,37.0,26.0,14.0,10.0,2.0,3.0,4.0,5.0,48.0,23.0,14.0,12.0,9.0,2.0,6.0,65.0,893.0,55.0,971.0
2022-0360,Marrakech,Clay,32,A,20220404,298,105676,,,David Goffin,R,180.0,BEL,31.3,105948,,,Federico Coria,R,180.0,ARG,30.0,6-3 6-3,3,SF,83.0,1.0,3.0,62.0,33.0,23.0,17.0,9.0,4.0,5.0,1.0,4.0,54.0,34.0,21.0,7.0,9.0,1.0,5.0,74.0,843.0,60.0,906.0
2022-0360,Marrakech,Clay,32,A,20220404,297,144684,,,Alex Molcan,L,178.0,SVK,24.3,122298,6.0,,Botic Van De Zandschulp,R,188.0,NED,26.4,4-6 6-3 6-4,3,QF,111.0,2.0,1.0,74.0,58.0,44.0,11.0,15.0,1.0,3.0,8.0,4.0,92.0,59.0,43.0,13.0,14.0,8.0,11.0,65.0,893.0,43.0,1131.0
2022-0360,Marrakech,Clay,32,A,20220404,296,111513,8.0,,Laslo Djere,R,188.0,SRB,26.8,207518,,,Lorenzo Musetti,R,185.0,ITA,20.0,6-3 6-2,3,QF,73.0,1.0,4.0,52.0,28.0,22.0,14.0,9.0,3.0,4.0,3.0,5.0,54.0,30.0,18.0,11.0,8.0,8.0,12.0,55.0,971.0,82.0,791.0
2022-0360,Marrakech,Clay,32,A,20220404,295,105948,,,Federico Coria,R,180.0,ARG,30.0,104755,,,Richard Gasquet,R,185.0,FRA,35.7,6-7(1) 6-1 6-4,3,QF,149.0,8.0,3.0,93.0,57.0,39.0,22.0,15.0,6.0,8.0,3.0,8.0,95.0,44.0,30.0,22.0,14.0,3.0,8.0,60.0,906.0,86.0,764.0
2022-0360,Marrakech,Clay,32,A,20220404,294,105676,,,David Goffin,R,180.0,BEL,31.3,106148,,,Roberto Carballes Baena,R,183.0,ESP,29.0,6-7(6) 6-4 6-0,3,QF,154.0,10.0,5.0,86.0,35.0,29.0,29.0,14.0,2.0,4.0,1.0,4.0,90.0,51.0,32.0,19.0,14.0,5.0,11.0,74.0,843.0,79.0,800.0
2022-0360,Marrakech,Clay,32,A,20220404,293,144684,,,Alex Molcan,L,178.0,SVK,24.3,200000,1.0,,Felix Auger Aliassime,R,193.0,CAN,21.6,6-4 2-6 7-6(7),3,R16,156.0,4.0,3.0,102.0,57.0,39.0,23.0,15.0,8.0,12.0,7.0,10.0,102.0,66.0,50.0,15.0,15.0,6.0,9.0,65.0,893.0,9.0,3625.0
2022-0360,Marrakech,Clay,32,A,20220404,292,122298,6.0,,Botic Van De Zandschulp,R,188.0,NED,26.4,200240,,Q,Vit Kopriva,R,178.0,CZE,24.8,6-2 6-4,3,R16,78.0,1.0,2.0,61.0,42.0,26.0,9.0,9.0,4.0,6.0,0.0,4.0,45.0,30.0,14.0,8.0,9.0,1.0,6.0,43.0,1131.0,165.0,356.0
2022-0360,Marrakech,Clay,32,A,20220404,291,207518,,,Lorenzo Musetti,R,185.0,ITA,20.0,126535,,,Carlos Taberner,R,183.0,ESP,24.6,6-1 6-7(3) 6-3,3,R16,148.0,5.0,3.0,92.0,67.0,49.0,16.0,15.0,6.0,7.0,1.0,2.0,89.0,56.0,37.0,15.0,13.0,4.0,8.0,82.0,791.0,96.0,705.0
2022-0360,Marrakech,Clay,32,A,20220404,290,111513,8.0,,Laslo Djere,R,188.0,SRB,26.8,104291,,WC,Malek Jaziri,R,185.0,TUN,38.2,6-4 6-2,3,R16,77.0,3.0,1.0,45.0,29.0,24.0,12.0,9.0,0.0,0.0,1.0,2.0,66.0,33.0,22.0,15.0,9.0,8.0,11.0,55.0,971.0,329.0,134.0
2022-0360,Marrakech,Clay,32,A,20220404,289,105948,,,Federico Coria,R,180.0,ARG,30.0,105806,,Q,Mirza Basic,R,188.0,BIH,30.7,6-4 6-2,3,R16,77.0,5.0,1.0,51.0,35.0,26.0,10.0,9.0,4.0,5.0,1.0,1.0,59.0,31.0,16.0,16.0,9.0,2.0,6.0,60.0,906.0,215.0,257.0
2022-0360,Marrakech,Clay,32,A,20220404,288,104755,,,Richard Gasquet,R,185.0,FRA,35.7,200303,,Q,Pavel Kotov,R,191.0,RUS,23.3,6-3 3-6 6-3,3,R16,108.0,4.0,2.0,73.0,37.0,29.0,20.0,14.0,6.0,9.0,5.0,2.0,67.0,40.0,31.0,10.0,13.0,1.0,5.0,86.0,764.0,172.0,341.0
2022-0360,Marrakech,Clay,32,A,20220404,287,106148,,,Roberto Carballes Baena,R,183.0,ESP,29.0,105311,,,Joao Sousa,R,185.0,POR,33.0,6-2 7-6(4),3,R16,111.0,0.0,5.0,70.0,44.0,29.0,13.0,10.0,4.0,7.0,3.0,2.0,59.0,26.0,12.0,16.0,10.0,1.0,6.0,79.0,800.0,90.0,755.0
2022-0360,Marrakech,Clay,32,A,20220404,286,105676,,,David Goffin,R,180.0,BEL,31.3,104665,,,Pablo Andujar,R,180.0,ESP,36.1,5-7 7-6(4) 6-3,3,R16,166.0,4.0,4.0,99.0,51.0,39.0,23.0,17.0,5.0,10.0,2.0,12.0,116.0,66.0,44.0,21.0,16.0,9.0,14.0,74.0,843.0,73.0,852.0
2022-0360,Marrakech,Clay,32,A,20220404,285,200000,1.0,,Felix Auger Aliassime,R,193.0,CAN,21.6,200611,,WC,Elliot Benchetrit,R,193.0,FRA,23.5,6-3 6-3,3,R32,83.0,6.0,1.0,63.0,36.0,28.0,15.0,9.0,6.0,6.0,3.0,5.0,56.0,34.0,25.0,8.0,9.0,3.0,6.0,9.0,3625.0,436.0,86.0
2022-0360,Marrakech,Clay,32,A,20220404,284,144684,,,Alex Molcan,L,178.0,SVK,24.3,105882,,Alt,Stefano Travaglia,R,185.0,ITA,30.2,6-0 6-4,3,R32,76.0,3.0,1.0,55.0,31.0,21.0,13.0,8.0,1.0,2.0,4.0,0.0,61.0,41.0,20.0,7.0,8.0,5.0,10.0,65.0,893.0,112.0,614.0
2022-0360,Marrakech,Clay,32,A,20220404,283,200240,,Q,Vit Kopriva,R,178.0,CZE,24.8,126523,,LL,Bernabe Zapata Miralles,R,185.0,ESP,25.2,6-1 6-4,3,R32,74.0,3.0,0.0,58.0,39.0,24.0,14.0,8.0,5.0,6.0,2.0,3.0,50.0,28.0,16.0,7.0,9.0,4.0,9.0,165.0,356.0,123.0,540.0
2022-0360,Marrakech,Clay,32,A,20220404,282,122298,6.0,,Botic Van De Zandschulp,R,188.0,NED,26.4,106198,,,Hugo Dellien,R,180.0,BOL,28.7,6-3 3-6 6-4,3,R32,148.0,2.0,2.0,102.0,74.0,48.0,15.0,14.0,10.0,13.0,0.0,4.0,87.0,54.0,39.0,13.0,14.0,4.0,8.0,43.0,1131.0,93.0,723.0
2022-0360,Marrakech,Clay,32,A,20220404,281,207518,,,Lorenzo Musetti,R,185.0,ITA,20.0,105077,4.0,,Albert Ramos,L,188.0,ESP,34.2,7-6(5) 6-1,3,R32,101.0,3.0,1.0,61.0,38.0,24.0,14.0,9.0,3.0,5.0,0.0,0.0,69.0,47.0,23.0,9.0,10.0,4.0,9.0,82.0,791.0,33.0,1301.0
2022-0360,Marrakech,Clay,32,A,20220404,280,126535,,,Carlos Taberner,R,183.0,ESP,24.6,105870,,,Yannick Hanfmann,R,193.0,GER,30.3,6-2 1-0 RET,3,R32,40.0,1.0,4.0,27.0,13.0,11.0,5.0,4.0,1.0,2.0,0.0,1.0,26.0,20.0,5.0,3.0,5.0,0.0,4.0,96.0,705.0,113.0,611.0
2022-0360,Marrakech,Clay,32,A,20220404,279,104291,,WC,Malek Jaziri,R,185.0,TUN,38.2,106210,,,Jiri Vesely,L,198.0,CZE,28.7,6-7(6) 6-3 2-0 RET,3,R32,117.0,4.0,2.0,78.0,49.0,34.0,14.0,11.0,5.0,7.0,5.0,7.0,79.0,55.0,32.0,12.0,12.0,5.0,10.0,329.0,134.0,69.0,860.0
2022-0360,Marrakech,Clay,32,A,20220404,278,111513,8.0,,Laslo Djere,R,188.0,SRB,26.8,208103,,,Jiri Lehecka,R,185.0,CZE,20.4,6-4 6-4,3,R32,75.0,3.0,1.0,55.0,38.0,26.0,8.0,10.0,0.0,2.0,1.0,3.0,54.0,38.0,23.0,7.0,10.0,4.0,8.0,55.0,971.0,98.0,695.0
